Date,Title,Link,Id
12 Sep 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170912T000000.pdf,3817cb9736
31 Aug 2017,Hang Seng China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170831T000001.pdf,209d037265
31 Aug 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170831T000000.pdf,ffdd80f1ba
16 Aug 2017,Index Review Results for Benchmark and Thematic Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170816T000000.xls,96c1062fb8
15 Aug 2017,Technical Notice —  Index Treatment For Proposed Conditional Distribution In Specie By Wharf Holdings,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170815T000000.pdf,4c2e5ef4b5
03 Aug 2017,Hang Seng China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170803T000001.pdf,264ebb848c
03 Aug 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170803T000000.pdf,4d449ce0fe
28 Jul 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Half-Yearly Index Reviews Results,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170728T000000.pdf,44b069f391
26 Jul 2017,Technical Notice – Constituent Selection Method Update and Renaming of Hang Seng China AH Index Series,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170726T000000.pdf,d913b47073
11 Jul 2017,Changes in Hang Seng iBond Index Series,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170711T000000.pdf,784af07836
10 Jul 2017,Hang Seng Indexes Announces Next Index Review Date,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170710T000000.pdf,911a96873c
07 Jul 2017,Technical Notice – Changes to Hang Seng Industry Classification System,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170707T000001.pdf,2ef56977f9
07 Jul 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170707T000000.pdf,a9c66b6561
06 Jul 2017,Hang Seng China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170706T000001.pdf,231d2f14ae
06 Jul 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170706T000000.pdf,c2df254039
03 Jul 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170703T000000.pdf,0ff7d0e180
26 Jun 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170626T000000.pdf,5487b404da
08 Jun 2017,Hang Seng China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170608T000001.pdf,a691c42e82
08 Jun 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170608T000000.pdf,7895d13a26
02 Jun 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170602T000000.pdf,ae18a6f1e8
19 May 2017,Index Review Results for Thematic Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170519T000000.xls,eb2c2ef458
11 May 2017,Hang Seng China AH Smart Index and Hang Seng China Enterprises Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170511T000001.pdf,e2b8748a8e
11 May 2017,Hang Seng CSI Shanghai-Hong Kong AH Smart Index Monthly Share Class Switches Result,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170511T000000.pdf,52eaa8dc58
08 May 2017,Constituent Changes in Hang Seng Family of Indexes,https://www.hsi.com.hk/static/uploads/contents/en/news/indexChgNotice/20170508T000000.pdf,454de49ec2
