Time,Title,Types,Number of reads,Comments,Author
10-21 08:55,拨备计提审慎，资产质量改善,研报,19592,1,平安银行资讯
10-21 08:46,平安银行(000001)融资融券信息(10-20),资讯,5555,1,平安银行资讯
10-21 07:51,平安银行前三季实现净利润187.19亿元 同比,资讯,8872,1,平安银行资讯
10-21 07:14,邵平“话别”平安银行 胡跃飞升任行长,资讯,11696,5,平安银行资讯
10-21 04:43,平安银行净利润增幅继续放缓,资讯,11519,5,平安银行资讯
10-21 04:42,谢永林胡跃飞正式接棒 平安银行搭新班子面,资讯,21343,6,平安银行资讯
10-21 03:59,平安银行管理层大换班 欲强化零售业务,资讯,15856,4,平安银行资讯
10-20 23:02,平安银行今日换届 强化智能化零售业务意图,资讯,9352,3,平安银行资讯
10-20 22:51,这位直言银行业腹背受敌的大佬辞职了！留下,资讯,17273,4,平安银行资讯
10-20 22:47,平安银行高层“换血” 平安证券高管回归,资讯,28145,8,平安银行资讯
10-20 22:28,平安银行高管更叠刷多条“意外”：老平安们,资讯,16706,2,平安银行资讯
10-20 21:38,平安银行董事会今日换届：谢永林任执行董事,资讯,5883,0,平安银行资讯
10-20 20:23,民生系大溃败 平安证券“输血”平安银行,资讯,18592,0,平安银行资讯
10-20 18:41,平安银行前三季度净利润187.19亿元增长5.52,资讯,23570,17,平安银行资讯
10-20 18:12,平安银行:独立董事候选人声明(王松奇),公告,13233,0,平安银行资讯
10-20 18:12,平安银行:2016年第三季度报告全文,公告,35228,3,平安银行资讯
10-20 18:12,平安银行:公司章程(2016年10月),公告,12590,1,平安银行资讯
10-20 18:12,平安银行:独立董事提名人声明(四),公告,12199,1,平安银行资讯
10-20 18:12,平安银行:2016年第一次临时股东大会文件,公告,14997,26,平安银行资讯
10-20 18:12,平安银行:独立董事提名人声明(五),公告,8705,1,平安银行资讯
10-20 18:12,平安银行:独立董事相关独立意见,公告,10693,1,平安银行资讯
10-20 18:12,平安银行:董事会决议公告,公告,21023,1,平安银行资讯
10-20 18:12,平安银行:2016年第三季度报告正文,公告,22070,7,平安银行资讯
10-20 18:12,平安银行:独立董事候选人声明(郭田勇),公告,12153,1,平安银行资讯
10-20 18:12,平安银行:独立董事候选人声明(杨如生),公告,3349,0,平安银行资讯
10-20 18:12,平安银行:独立董事提名人声明(二),公告,8560,1,平安银行资讯
10-20 18:12,平安银行:关于召开2016年第一次临时股东大,公告,4326,0,平安银行资讯
10-20 18:12,平安银行:独立董事提名人声明(一),公告,3384,0,平安银行资讯
10-20 18:11,平安银行:独立董事候选人声明(王春汉),公告,3502,0,平安银行资讯
10-20 18:11,平安银行:监事会决议公告,公告,4708,0,平安银行资讯
10-20 18:11,平安银行:独立董事提名人声明(三),公告,3085,0,平安银行资讯
10-20 18:11,平安银行:独立董事候选人声明(韩小京),公告,3460,0,平安银行资讯
10-20 16:29,平安银行(000001)大宗交易数据一览(10-20),资讯,14952,8,平安银行资讯
10-20 08:44,平安银行(000001)融资融券信息(10-19),资讯,5263,1,平安银行资讯
10-20 07:41,华夏基金管理有限公司关于旗下部分开放式基金新增上海,公告,69978,35,基金资讯
10-20 00:00,平安银行:2016年9月20日投资者关系活动记录表,公告,670,0,平安银行资讯
10-20 00:00,平安银行:2016年9月8日投资者关系活动记录表,公告,697,0,平安银行资讯
10-20 00:00,平安银行:2016年8月25日投资者关系活动记录表,公告,692,0,平安银行资讯
10-20 00:00,平安银行:2016年8月12日投资者关系活动记录表,公告,671,0,平安银行资讯
10-20 00:00,平安银行:2016年8月19日-23日投资者关系活动记录表,公告,749,0,平安银行资讯
10-19 08:40,平安银行(000001)融资融券信息(10-18),资讯,5383,2,平安银行资讯
10-18 16:05,平安银行今日超大单流出排名第6名(10-18),资讯,6723,1,平安银行资讯
10-18 08:45,平安银行(000001)融资融券信息(10-17),资讯,4613,1,平安银行资讯
10-17 08:43,平安银行(000001)融资融券信息(10-14),资讯,5529,1,平安银行资讯
10-16 01:31,平安银行董事长行长辞任 人事密集调整,资讯,28315,7,平安银行资讯
10-15 13:59,平安银行再谋跨界金融 邵平等“民生系”谢幕,资讯,34164,8,平安银行资讯
10-14 10:12,平安银行高层人事“地震”升级,资讯,18000,6,平安银行资讯
10-14 08:46,平安银行(000001)融资融券信息(10-13),资讯,5547,0,平安银行资讯
10-14 04:24,平安银行高层有变称系正常换届 谢永林胡跃飞或接任董,资讯,10903,3,平安银行资讯
10-13 16:05,平安银行今日超大单流出排名第19名(10-13),资讯,7110,2,平安银行资讯
10-13 14:11,平安银行董事长、行长将退休 谢永林、胡跃飞接棒,资讯,12029,6,平安银行资讯
10-13 11:29,平安银行回应董事长行长辞职传闻：正筹划董事会换届,资讯,10055,2,平安银行资讯
10-13 10:31,平安银行回应媒体报道：董事长及行长辞任系正常换届,资讯,8186,11,平安银行资讯
10-13 09:22,平安银行(000001)融资融券信息(10-12),资讯,3635,1,平安银行资讯
10-13 08:36,平安银行澄清：董事长行长辞任系正常换届,资讯,16946,8,平安银行资讯
10-13 07:59,平安银行澄清董事长及行长辞任等相关报道：系正常换届,资讯,28743,41,平安银行资讯
10-13 07:47,平安银行:澄清公告,公告,42763,14,平安银行资讯
10-13 06:00,平安银行“铁腕”换血：董事长行长双请辞 谢永林胡跃,资讯,18378,16,平安银行资讯
10-13 04:16,平安银行董事长孙建一行长邵平双双请辞,资讯,11022,4,平安银行资讯
10-13 03:24,平安银行又现人事震荡 董事长行长双双请辞,资讯,7745,2,平安银行资讯
10-13 02:25,平安银行董事长行长将离任 谢永林胡跃飞接棒,资讯,18822,5,平安银行资讯
10-13 00:47,央行节后一周 回笼资金近万亿,资讯,16143,4,平安银行资讯
10-12 22:48,平安银行大震荡！孙建一邵平以“身体家庭”为由请辞 ,资讯,19610,3,平安银行资讯
10-12 22:00,平安银行换血：谢永林胡跃飞接任董事长、行长,资讯,27341,15,平安银行资讯
10-12 20:35,平安银行高层震荡：董事长孙建一、行长邵平辞职,资讯,10.2万,250,平安银行资讯
10-12 12:56,平安银行“飞单”不平安 投资人4000余万到期难兑付,资讯,24204,11,平安银行资讯
10-12 08:41,平安银行(000001)融资融券信息(10-11),资讯,4551,3,平安银行资讯
10-11 08:44,平安银行(000001)融资融券信息(10-10),资讯,4812,1,平安银行资讯
10-10 16:08,平安银行今日超大单流出排名第5名(10-10),资讯,9075,2,平安银行资讯
10-09 17:07,平安银行:独立董事独立意见,公告,28164,6,平安银行资讯
10-09 17:07,平安银行:关联交易公告,公告,35389,2,平安银行资讯
09-30 08:42,平安银行(000001)融资融券信息(09-29),资讯,16434,2,平安银行资讯
09-29 08:43,平安银行(000001)融资融券信息(09-28),资讯,4203,0,平安银行资讯
09-28 08:39,平安银行(000001)融资融券信息(09-27),资讯,5474,1,平安银行资讯
09-27 08:43,平安银行(000001)融资融券信息(09-26),资讯,4766,1,平安银行资讯
09-26 08:43,平安银行(000001)融资融券信息(09-23),资讯,5524,1,平安银行资讯
09-24 10:22,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",7294,1,小隐于山乎
09-23 08:37,平安银行(000001)融资融券信息(09-22),资讯,8081,1,平安银行资讯
09-22 08:39,平安银行(000001)融资融券信息(09-21),资讯,6935,1,平安银行资讯
09-22 06:08,平安银行:重点发展地产金融 累计投放资产超3800亿,资讯,13432,3,平安银行资讯
09-22 02:56,平安重整互联网金融架构,资讯,12727,3,平安银行资讯
09-21 16:05,平安银行今日超大单流出排名第9名(09-21),资讯,9486,6,平安银行资讯
09-21 08:49,平安银行(000001)融资融券信息(09-20),资讯,5450,3,平安银行资讯
09-20 16:08,平安银行今日超大单流出排名第8名(09-20),资讯,11231,2,平安银行资讯
09-20 08:40,平安银行(000001)融资融券信息(09-19),资讯,4856,2,平安银行资讯
09-19 08:47,平安银行(000001)融资融券信息(09-14),资讯,7646,2,平安银行资讯
09-18 17:06,平安银行:关于首席财务官任职资格核准的公告,公告,28373,1,平安银行资讯
09-14 08:38,平安银行(000001)融资融券信息(09-13),资讯,9134,1,平安银行资讯
09-13 08:46,平安银行(000001)融资融券信息(09-12),资讯,4197,0,平安银行资讯
09-13 06:43,问董秘,"<a href=""http://guba.eastmoney.com/qa/qa_list.aspx"" style=""color:white;"" target=""_blank"">问董秘</a>",17222,4,gg621210
09-12 16:29,平安银行(000001)大宗交易数据一览(09-12),资讯,11370,3,平安银行资讯
09-12 16:07,公司跟踪报告：平安银行：全面发力零售银行,研报,20824,2,平安银行资讯
09-12 08:46,平安银行(000001)融资融券信息(09-09),资讯,3765,2,平安银行资讯
09-12 07:31,平安银行电子信息产业金融事业部发力五大领,资讯,6785,3,平安银行资讯
09-09 08:44,平安银行(000001)融资融券信息(09-08),资讯,7070,1,平安银行资讯
09-09 06:53,平安银行事业部再扩容 “11+8+1”雏形初现,资讯,14032,2,平安银行资讯
09-08 08:44,平安银行(000001)融资融券信息(09-07),资讯,4902,1,平安银行资讯
09-07 08:43,平安银行(000001)融资融券信息(09-06),资讯,4777,0,平安银行资讯
09-06 08:45,平安银行(000001)融资融券信息(09-05),资讯,6149,1,平安银行资讯
09-05 16:09,平安银行今日超大单流出排名第10名(09-05),资讯,6910,1,平安银行资讯
09-05 08:48,平安银行(000001)融资融券信息(09-02),资讯,10671,1,平安银行资讯
09-02 08:43,平安银行(000001)融资融券信息(09-01),资讯,12954,3,平安银行资讯
09-01 08:47,平安银行(000001)融资融券信息(08-31),资讯,6354,2,平安银行资讯
08-31 08:41,平安银行(000001)融资融券信息(08-30),资讯,7954,2,平安银行资讯
08-30 08:43,平安银行(000001)融资融券信息(08-29),资讯,5730,2,平安银行资讯
08-29 08:49,平安银行(000001)融资融券信息(08-26),资讯,5305,1,平安银行资讯
08-28 11:40,零售业务专题报告,研报,24882,5,平安银行资讯
08-27 11:28,华夏成长证券投资基金2016年半年度报告,公告,10327,1,基金资讯
08-26 20:21,华夏成长证券投资基金2016年半年度报告摘要,公告,6889,0,基金资讯
08-26 08:42,平安银行(000001)融资融券信息(08-25),资讯,7459,1,平安银行资讯
08-25 08:43,平安银行(000001)融资融券信息(08-24),资讯,5291,1,平安银行资讯
08-24 08:36,平安银行(000001)融资融券信息(08-23),资讯,4917,0,平安银行资讯
08-23 08:44,平安银行(000001)融资融券信息(08-22),资讯,5515,2,平安银行资讯
08-22 16:06,平安银行今日超大单流出排名第13名(08-22),资讯,6508,0,平安银行资讯
08-22 15:46,平安银行零售业务面临瓶颈 不良压力较大,资讯,13215,1,平安银行资讯
08-22 08:46,平安银行(000001)融资融券信息(08-19),资讯,6569,1,平安银行资讯
08-19 17:32,平安银行:关于独立董事任职资格核准的公告,公告,30080,1,平安银行资讯
08-19 08:45,平安银行(000001)融资融券信息(08-18),资讯,8534,2,平安银行资讯
08-19 04:22,平安银行上半年净利润同比增长6.10%,资讯,22393,3,平安银行资讯
08-18 13:37,创收加大核销力度，不良率增长趋势得以遏制,研报,29472,3,平安银行资讯
08-18 11:50,“C+SIZE+R”模式打造差异化竞争力，集团助,研报,21141,2,平安银行资讯
08-18 09:09,从“圈地”到“深耕”，零售转型将进入2.0,研报,23698,6,平安银行资讯
08-18 08:45,平安银行(000001)融资融券信息(08-17),资讯,5780,3,平安银行资讯
08-18 07:54,从”圈地“到”深耕“，零售转型将进入2.0,研报,22798,2,平安银行资讯
08-17 08:51,平安银行(000001)融资融券信息(08-16),资讯,5360,1,平安银行资讯
08-16 09:03,利润符合预期；不良贷款生成率仍较高，但无,研报,20018,1,平安银行资讯
08-16 08:41,平安银行(000001)融资融券信息(08-15),资讯,5933,3,平安银行资讯
08-16 08:13,2季度业绩低于预期,研报,25431,6,平安银行资讯
08-16 01:25,提质增效打造三张名片 平安银行上半年实现,资讯,9873,2,平安银行资讯
08-15 19:22,拓零售金融新模式 平安银行零售业强势转型,资讯,12079,1,平安银行资讯
08-15 13:41,平安银行中报点评：资产压力趋缓，费用控制,研报,23634,0,平安银行资讯
08-15 08:41,平安银行(000001)融资融券信息(08-12),资讯,5608,6,平安银行资讯
08-12 16:03,平安银行今日超大单流入排名第6名(08-12),资讯,13953,5,平安银行资讯
08-12 15:01,不良生成速度维持高位，继续加大低风险资产,研报,31131,0,平安银行资讯
08-12 14:19,盈利表现稳定，净息差逆势上升,研报,21422,1,平安银行资讯
08-12 13:12,拨备质量夯实，盈利质量高,研报,22679,2,平安银行资讯
08-12 11:36,Q2单季息差环比下降，净手续费收入零增长,研报,21942,4,平安银行资讯
08-12 11:18,公司半年报：未来不良压力转降，零售转型发,研报,23993,3,平安银行资讯
08-12 10:51,业绩增长稳定，不良态势趋稳,研报,18873,2,平安银行资讯
08-12 09:48,平安银行利润增速放缓至6.07%,资讯,5018,0,平安银行资讯
08-12 09:21,新三年，未来值得期待,研报,30926,6,平安银行资讯
08-12 08:40,平安银行(000001)融资融券信息(08-11),资讯,3983,2,平安银行资讯
08-12 08:04,平安银行拨备计提凶猛 净利增长回归个位数,资讯,16814,2,平安银行资讯
08-12 04:53,平安银行上半年净利增长6.1%,资讯,11520,7,平安银行资讯
08-12 03:18,平安银行上半年净利123亿  同比增长6.10%,资讯,10088,0,平安银行资讯
08-12 00:00,均衡增长，结构向好,研报,1308,0,平安银行资讯
08-11 18:59,平安银行上半年净利123亿元 不良率1.56%,资讯,13421,2,平安银行资讯
08-11 17:31,平安银行上半年净利润123亿 不良贷款余额较,资讯,20005,2,平安银行资讯
08-11 16:52,平安银行上半年净利润同比增长6.1%,资讯,18512,12,平安银行资讯
08-11 16:37,平安银行上半年净利润近123亿同比增长6.1%,资讯,14988,1,平安银行资讯
08-11 16:28,平安银行(000001)大宗交易数据一览(08-11),资讯,13669,1,平安银行资讯
08-11 16:02,平安银行:2016年半年度募集资金存放与实际,公告,15536,0,平安银行资讯
08-11 16:02,平安银行:2016年上半年投资者保护工作情况,公告,16757,0,平安银行资讯
08-11 16:02,平安银行:监事会决议公告,公告,13829,0,平安银行资讯
08-11 16:02,平安银行:2016年半年度报告摘要,公告,37095,10,平安银行资讯
08-11 16:02,平安银行:董事会决议公告,公告,22869,0,平安银行资讯
08-11 16:02,平安银行:独立董事相关独立意见,公告,9849,0,平安银行资讯
08-11 16:02,平安银行:2016年半年度报告,公告,36453,6,平安银行资讯
08-11 08:41,平安银行(000001)融资融券信息(08-10),资讯,4539,1,平安银行资讯
08-11 00:00,平安银行:2016年6月13日投资者关系活动记录表,公告,646,0,平安银行资讯
08-11 00:00,平安银行:2016年5月24日投资者关系活动记录表,公告,753,0,平安银行资讯
08-11 00:00,平安银行:2016年4月22日投资者关系活动记录表,公告,760,0,平安银行资讯
08-10 08:42,平安银行(000001)融资融券信息(08-09),资讯,6146,2,平安银行资讯
08-09 08:41,平安银行(000001)融资融券信息(08-08),资讯,5018,0,平安银行资讯
08-08 08:48,平安银行(000001)融资融券信息(08-05),资讯,6782,2,平安银行资讯
08-05 08:42,平安银行(000001)融资融券信息(08-04),资讯,6349,2,平安银行资讯
08-04 16:08,平安银行今日超大单流出排名第3名(08-04),资讯,10639,2,平安银行资讯
08-04 08:47,平安银行(000001)融资融券信息(08-03),资讯,5931,2,平安银行资讯
08-04 07:54,平安银行调整部分高管分工,资讯,11999,5,平安银行资讯
08-04 06:52,平安银行行长权责、分工不变 邵平称“谣言止于智者”,资讯,35136,11,平安银行资讯
08-04 03:32,平安银行回应人事变动传闻,资讯,27100,5,平安银行资讯
08-03 21:53,平安银行调整部分领导分工 行长邵平仍主政,资讯,21138,3,平安银行资讯
08-03 08:39,平安银行(000001)融资融券信息(08-02),资讯,5158,1,平安银行资讯
08-02 21:57,平安银行行长助理、北京分行行长刘树云被带走调查,资讯,46251,37,平安银行资讯
08-02 16:08,平安银行今日超大单流出排名第9名(08-02),资讯,6211,1,平安银行资讯
08-02 08:42,平安银行(000001)融资融券信息(08-01),资讯,4052,0,平安银行资讯
08-02 03:47,平安银行被曝重新启动房贷转按揭 刘士余曾主张坚决取,资讯,35864,39,平安银行资讯
08-01 16:27,平安银行(000001)大宗交易数据一览(08-01),资讯,17485,3,平安银行资讯
08-01 16:06,平安银行今日超大单流入排名第16名(08-01),资讯,8421,2,平安银行资讯
08-01 10:29,平安银行个贷业务玩法激进 房贷转按揭打监管擦边球,资讯,24757,3,平安银行资讯
08-01 08:49,平安银行(000001)融资融券信息(07-29),资讯,4872,1,平安银行资讯
08-01 08:34,华夏成长证券投资基金招募说明书(更新),公告,5314,0,基金资讯
08-01 07:29,华夏成长证券投资基金招募说明书(更新)摘要(2016年第1,公告,4211,0,基金资讯
07-29 16:04,平安银行今日超大单流入排名第1名(07-29),资讯,21538,6,平安银行资讯
07-29 08:52,平安银行(000001)融资融券信息(07-28),资讯,6854,1,平安银行资讯
07-28 08:52,平安银行(000001)融资融券信息(07-27),资讯,6630,1,平安银行资讯
07-27 09:17,华夏基金管理有限公司关于旗下证券投资基金估值调整情,公告,23155,10,基金资讯
07-27 08:51,平安银行(000001)融资融券信息(07-26),资讯,4469,0,平安银行资讯
07-26 16:06,平安银行今日超大单流入排名第11名(07-26),资讯,7269,0,平安银行资讯
07-26 08:47,平安银行(000001)融资融券信息(07-25),资讯,3795,0,平安银行资讯
07-25 08:41,平安银行(000001)融资融券信息(07-22),资讯,7048,1,平安银行资讯
07-22 08:46,平安银行(000001)融资融券信息(07-21),资讯,6639,0,平安银行资讯
07-22 07:42,华夏基金管理有限公司关于旗下部分开放式基金新增中国,公告,16934,2,基金资讯
07-21 08:46,平安银行(000001)融资融券信息(07-20),资讯,4815,0,平安银行资讯
07-20 18:40,华夏成长证券投资基金2016年第2季度报告,公告,6685,1,基金资讯
07-20 08:48,平安银行(000001)融资融券信息(07-19),资讯,5047,0,平安银行资讯
07-19 08:42,平安银行(000001)融资融券信息(07-18),资讯,5312,2,平安银行资讯
07-19 05:53,中国平安跻身国内500强前10 平安银行升至61位,资讯,40832,10,平安银行资讯
07-18 08:46,平安银行(000001)融资融券信息(07-15),资讯,4978,0,平安银行资讯
07-15 16:34,平安银行(000001)大宗交易数据一览(07-15),资讯,38131,14,平安银行资讯
07-15 14:57,平安银行(000001)融资融券信息(07-14),资讯,6354,1,平安银行资讯
07-14 08:44,平安银行(000001)融资融券信息(07-13),资讯,5339,0,平安银行资讯
07-13 08:50,平安银行(000001)融资融券信息(07-12),资讯,4953,0,平安银行资讯
07-12 17:33,平安银行(000001)大宗交易数据一览(07-12),资讯,39925,12,平安银行资讯
07-12 08:40,平安银行(000001)融资融券信息(07-11),资讯,4079,0,平安银行资讯
07-11 08:50,平安银行(000001)融资融券信息(07-08),资讯,5920,1,平安银行资讯
07-08 08:57,平安银行(000001)融资融券信息(07-07),资讯,7386,1,平安银行资讯
07-07 09:01,平安银行(000001)融资融券信息(07-06),资讯,9592,3,平安银行资讯
07-06 09:01,平安银行员工离职前杀熟 老人百万储蓄恐打水漂,资讯,37209,11,平安银行资讯
07-06 08:51,平安银行(000001)融资融券信息(07-05),资讯,7811,2,平安银行资讯
07-05 22:52,2016深圳最新房贷利率大全：平安银行首套最低8.2折,资讯,30301,2,平安银行资讯
07-05 08:37,平安银行(000001)融资融券信息(07-04),资讯,4898,0,平安银行资讯
07-04 08:45,平安银行(000001)融资融券信息(07-01),资讯,6374,2,平安银行资讯
07-01 08:42,平安银行(000001)融资融券信息(06-30),资讯,8100,3,平安银行资讯
06-30 08:44,平安银行(000001)融资融券信息(06-29),资讯,4587,0,平安银行资讯
06-29 08:41,平安银行(000001)融资融券信息(06-28),资讯,4726,0,平安银行资讯
06-28 08:39,平安银行(000001)融资融券信息(06-27),资讯,4925,0,平安银行资讯
06-27 08:43,平安银行(000001)融资融券信息(06-24),资讯,6620,1,平安银行资讯
06-25 22:40,银行业区块链一线调查：金融同业成立联盟链 供应链融,资讯,5666,0,平安银行资讯
06-24 08:43,平安银行(000001)融资融券信息(06-23),资讯,4715,0,平安银行资讯
06-23 08:40,平安银行(000001)融资融券信息(06-22),资讯,4636,0,平安银行资讯
06-22 08:47,平安银行(000001)融资融券信息(06-21),资讯,6462,2,平安银行资讯
06-21 08:56,平安银行(000001)融资融券信息(06-20),资讯,4642,0,平安银行资讯
06-20 16:28,平安银行(000001)大宗交易数据一览(06-20),资讯,64508,38,平安银行资讯
06-20 08:46,平安银行(000001)融资融券信息(06-17),资讯,5870,2,平安银行资讯
06-17 09:43,平安银行(000001)融资融券信息(06-16),资讯,9041,1,平安银行资讯
06-16 08:40,平安银行(000001)融资融券信息(06-15),资讯,9641,3,平安银行资讯
06-15 08:50,平安银行(000001)融资融券信息(06-14),资讯,6205,0,平安银行资讯
06-14 08:45,平安银行(000001)融资融券信息(06-13),资讯,6173,1,平安银行资讯
06-13 17:18,平安银行:董事会决议公告,公告,77203,3,平安银行资讯
06-13 08:52,平安银行(000001)融资融券信息(06-08),资讯,7073,1,平安银行资讯
06-08 08:44,平安银行(000001)融资融券信息(06-07),资讯,10676,2,平安银行资讯
06-07 19:45,平安银行:2015年年度权益分派实施公告,公告,15.6万,23,平安银行资讯
06-07 08:44,平安银行(000001)融资融券信息(06-06),资讯,7496,2,平安银行资讯
06-06 09:56,平安银行(000001)融资融券信息(06-03),资讯,7429,2,平安银行资讯
06-03 08:41,平安银行(000001)融资融券信息(06-02),资讯,7418,0,平安银行资讯
06-02 08:42,平安银行(000001)融资融券信息(06-01),资讯,6362,3,平安银行资讯
06-01 16:39,平安银行(000001)大宗交易数据一览(06-01),资讯,69919,50,平安银行资讯
06-01 16:16,平安银行今日超大单流出排名第17名(06-01),资讯,9276,3,平安银行资讯
06-01 08:38,平安银行(000001)融资融券信息(05-31),资讯,7021,3,平安银行资讯
05-31 16:28,平安银行(000001)大宗交易数据一览(05-31),资讯,66058,48,平安银行资讯
05-31 08:39,平安银行(000001)融资融券信息(05-30),资讯,6094,3,平安银行资讯
05-30 08:49,平安银行(000001)融资融券信息(05-27),资讯,6713,6,平安银行资讯
05-27 16:32,平安银行(000001)大宗交易数据一览(05-27),资讯,65756,42,平安银行资讯
05-27 13:54,银行系产业基金低调生长,资讯,12860,1,平安银行资讯
05-27 08:39,平安银行(000001)融资融券信息(05-26),资讯,5665,2,平安银行资讯
05-26 16:03,平安银行今日超大单流出排名第19名(05-26),资讯,8364,2,平安银行资讯
05-26 08:43,平安银行(000001)融资融券信息(05-25),资讯,4923,2,平安银行资讯
05-25 08:44,平安银行(000001)融资融券信息(05-24),资讯,5744,2,平安银行资讯
05-24 08:48,平安银行(000001)融资融券信息(05-23),资讯,5008,2,平安银行资讯
05-23 23:48,携手平安银行跨界布局 协鑫正式发布互联网金融平台,资讯,21625,12,平安银行资讯
05-23 16:34,平安银行(000001)大宗交易数据一览(05-23),资讯,51466,27,平安银行资讯
05-23 16:07,平安银行今日超大单流出排名第16名(05-23),资讯,6692,0,平安银行资讯
05-23 08:41,平安银行(000001)融资融券信息(05-20),资讯,4983,2,平安银行资讯
05-22 00:00,平安银行(000001)解禁股信息(05-23),资讯,13994,7,平安银行资讯
05-20 08:43,平安银行(000001)融资融券信息(05-19),资讯,7025,1,平安银行资讯
05-19 19:14,平安银行:关于2015年非公开发行股份解除限售的提示性,公告,12.6万,68,平安银行资讯
05-19 19:14,平安银行:2015年年度股东大会决议公告,公告,53345,4,平安银行资讯
05-19 19:14,平安银行:2015年年度股东大会的法律意见书,公告,30309,2,平安银行资讯
05-19 19:14,平安银行:国泰君安证券股份有限公司、平安证券有限责,公告,31675,4,平安银行资讯
05-19 08:37,平安银行(000001)融资融券信息(05-18),资讯,5980,2,平安银行资讯
05-18 08:44,平安银行(000001)融资融券信息(05-17),资讯,5562,1,平安银行资讯
05-18 04:26,实践银行业供给侧改革 平安银行“跳出银行办银行”,资讯,11548,4,平安银行资讯
05-17 13:59,平安银行(000001)融资融券信息(05-16),资讯,4348,1,平安银行资讯
05-17 05:48,践行银行业供给侧改革 平安银行“跳出银行办银行”,资讯,14456,10,平安银行资讯
05-16 15:07,平安信用卡中心总裁曾宽扬谈竞争力：细分市场 互联网,资讯,9248,5,平安银行资讯
05-16 08:39,平安银行(000001)融资融券信息(05-13),资讯,4561,1,平安银行资讯
05-16 02:04,盘活同业资产负债 平安银行“行E通”三度进阶,资讯,10992,5,平安银行资讯
05-13 10:31,平安银行加快产能出清 一季末绿色信贷超550亿,资讯,11542,2,平安银行资讯
05-13 08:39,平安银行(000001)融资融券信息(05-12),资讯,4773,3,平安银行资讯
05-13 05:44,平安银行“两高一剩”贷款两年下降58%,资讯,10262,0,平安银行资讯
05-13 03:11,平安银行“两高一剩”贷款压缩过半,资讯,9132,6,平安银行资讯
05-12 17:52,平安银行:关于召开2015年年度股东大会的提示性公告,公告,54574,10,平安银行资讯
05-12 08:42,平安银行(000001)融资融券信息(05-11),资讯,5296,2,平安银行资讯
05-11 08:44,平安银行(000001)融资融券信息(05-10),资讯,5889,2,平安银行资讯
05-10 08:42,平安银行(000001)融资融券信息(05-09),资讯,5862,1,平安银行资讯
05-10 07:38,华夏基金管理有限公司关于旗下部分开放式基金新增深圳,公告,34677,60,基金资讯
05-09 08:38,平安银行(000001)融资融券信息(05-06),资讯,6268,4,平安银行资讯
05-06 08:47,平安银行(000001)融资融券信息(05-05),资讯,7070,1,平安银行资讯
05-05 08:46,平安银行(000001)融资融券信息(05-04),资讯,4950,0,平安银行资讯
05-04 16:43,平安银行董秘：一季度不良率优于行业平均,资讯,19051,6,平安银行资讯
05-04 08:45,平安银行(000001)融资融券信息(05-03),资讯,5247,3,平安银行资讯
05-03 13:58,上市银行净利润正增长“举步维艰”,资讯,9058,4,平安银行资讯
05-03 08:37,平安银行(000001)融资融券信息(04-29),资讯,4878,2,平安银行资讯
05-02 22:15,16家上市银行年报全景扫描（多图珍藏版）,资讯,18228,7,平安银行资讯
04-29 16:05,平安银行今日超大单流出排名第20名(04-29),资讯,9604,1,平安银行资讯
04-29 08:44,平安银行(000001)融资融券信息(04-28),资讯,5272,1,平安银行资讯
04-29 06:55,“超级牛散”炒股手法曝光 押宝思路各异（附股）,资讯,12.2万,31,平安银行资讯
04-28 08:50,平安银行(000001)融资融券信息(04-27),资讯,5226,1,平安银行资讯
04-27 16:27,平安银行(000001)大宗交易数据一览(04-27),资讯,45844,26,平安银行资讯
04-27 09:14,广东自贸区银行周年考 抓住先试的机会,资讯,7755,0,平安银行资讯
04-27 08:45,平安银行(000001)融资融券信息(04-26),资讯,4587,1,平安银行资讯
04-27 08:11,平安集团再“砍”业务线,资讯,6138,0,平安银行资讯
04-26 08:44,平安银行(000001)融资融券信息(04-25),资讯,5445,1,平安银行资讯
04-25 17:12,一季报点评：拨备力度显著增加，不良存量压,研报,27103,3,平安银行资讯
04-25 16:42,16年1季度业绩略超预期；资产质量压力不减,研报,47771,6,平安银行资讯
04-25 09:59,上市银行一季报恐难堪 资产质量下行成最大威胁,资讯,12997,10,平安银行资讯
04-25 08:51,平安银行(000001)融资融券信息(04-22),资讯,5278,1,平安银行资讯
04-24 21:59,中收占比创新高  平安银行一季度净利增长稳健,资讯,12071,3,平安银行资讯
04-24 16:13,年报点评：创新转型持续，收入盈利高位放缓,研报,45277,3,平安银行资讯
04-22 16:13,点评：一季度盈利稳健，息差平稳,研报,25614,6,平安银行资讯
04-22 14:38,平安银行一季度实现净利润60.86亿,资讯,9898,1,平安银行资讯
04-22 09:14,息差维持高位水平，中收快速增长,研报,20006,8,平安银行资讯
04-22 08:49,平安银行(000001)融资融券信息(04-21),资讯,5506,3,平安银行资讯
04-21 21:20,一季报点评：资产质量压力犹存，拨备前利润,研报,20307,4,平安银行资讯
04-21 17:59,营收持续高增长 利润受累不良增速下滑,研报,16158,5,平安银行资讯
04-21 16:45,息差逆市改善，拨备持续承压,研报,13105,1,平安银行资讯
04-21 15:44,平安银行一季度利润增速8％,资讯,8003,3,平安银行资讯
